Game Name,Genre,Gender Preference,Rating,Release Year,Size,Platform
The Dreamatorium of Dr. Magnus 2,Thinking/Logical,Female,0.0,2015,5965MB,"PC, iOS, Android, macOS, Linux"
Dungeons of Dreadrock,Thinking/Logical,Both,0.0,2022,7053MB,"PC, Nintendo Switch, iOS"
Death Point,Thinking/Logical,Male,0.0,2017,3318MB,"PC, iOS, Android, macOS, Linux"
BFF or Die,Thinking/Logical,Male,0.0,2018,6364MB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Spare Parts,Thinking/Logical,Male,3.0,2010,7923MB,"Xbox 360, PlayStation 3"
The Great Fusion,Thinking/Logical,Female,0.0,2012,36GB,"PC, iOS, Android, macOS, Linux"
LAYTON'S MYSTERY JOURNEY: Katrielle and the Millionaires' Conspiracy,Thinking/Logical,Both,3.4,2017,115GB,"iOS, Android, Nintendo 3DS"
Please Fix The Road,Thinking/Logical,Both,3.4,2022,117GB,"PC, Linux"
DROD RPG: Tendry's Tale,Thinking/Logical,Female,3.0,2008,2225MB,"PC, macOS, Linux"
Where's My Water?,Thinking/Logical,Both,4.0,2011,7GB,"iOS, Android"
World of Goo 2,Thinking/Logical,Both,4.3,2024,4704MB,"PC, Nintendo Switch, macOS, Linux"
What Lies in the Multiverse - Prologue,Thinking/Logical,Male,0.0,2022,5860MB,PC
Q*bert,Thinking/Logical,Female,3.4,1982,3816MB,"PC, PlayStation 3, Game Boy, NES, Commodore / Amiga, Atari 5200, Atari 2600, Atari 8-bit"
Love You To Bits,Thinking/Logical,Male,4.5,2016,143GB,"PC, iOS, Android"
One Dreamer,Thinking/Logical,Both,0.0,2022,124GB,"PC, macOS, Linux"
Trainz Trouble,Thinking/Logical,Both,0.0,2013,1967MB,"PC, iOS"
Family Mysteries 2: Echoes of Tomorrow,Thinking/Logical,Male,0.0,2020,4600MB,"PC, PlayStation 4, macOS, Linux"
Unmemory,Thinking/Logical,Male,0.0,2020,55GB,"PC, iOS, macOS, Linux"
Mazement,Thinking/Logical,Male,0.0,2012,7067MB,"PC, iOS, macOS, Linux"
Bomberman II,Thinking/Logical,Male,3.9,1991,46GB,NES
The Fan,Thinking/Logical,Both,0.0,2017,7284MB,PC
LittleBigPlanet (PS Vita),Thinking/Logical,Male,3.8,2012,4679MB,PS Vita
Interstellar Logistics Inc,Thinking/Logical,Female,0.0,2016,1389MB,PC
Swapperoo,Thinking/Logical,Male,0.0,2015,6906MB,"PC, Nintendo Switch, iOS"
Mondrian - Abstraction in Beauty,Thinking/Logical,Male,0.0,2015,25GB,PC
qop 4,Thinking/Logical,Both,0.0,2018,141GB,PC
Frost,Thinking/Logical,Male,0.0,2016,3324MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
Might & Magic Clash of Heroes,Thinking/Logical,Female,3.4,2011,115GB,"Xbox One, PlayStation 3"
Empire Takeover,Thinking/Logical,Male,0.0,2022,5040MB,"PC, iOS"
Mask of Mists,Thinking/Logical,Both,3.9,2020,1883MB,"PC, Xbox One, PlayStation 4"
TrackMania Nations,Thinking/Logical,Female,4.3,2006,2005MB,PC
Fear Effect 2: Retro Helix,Thinking/Logical,Male,4.5,2001,128GB,PlayStation
World's End Club,Thinking/Logical,Female,0.0,2020,2254MB,"PC, Nintendo Switch, iOS"
LumbearJack,Thinking/Logical,Male,3.7,2022,69GB,"PC, Nintendo Switch"
FantaVision,Thinking/Logical,Male,3.3,2015,5304MB,PlayStation 4
Bejeweled Blitz LIVE,Thinking/Logical,Both,0.0,2010,36GB,"PC, Xbox 360"
PICROSS S,Thinking/Logical,Male,4.2,2017,7567MB,Nintendo Switch
Crazy Chicken,Thinking/Logical,Female,0.0,2010,73GB,"macOS, PlayStation 2, Wii"
Forgotten Tales: Day of the Dead,Thinking/Logical,Both,0.0,2015,636MB,"PC, macOS, Linux"
Conquests of the Longbow: The Legend of Robin Hood,Thinking/Logical,Male,4.3,1990,5617MB,"PC, Commodore / Amiga"
Cube Escape: Seasons,Thinking/Logical,Female,4.3,2015,6310MB,"iOS, Android"
Atlantis: Pearls of the Deep,Thinking/Logical,Male,0.0,2013,997MB,"PC, iOS, Android"
Pitfall: The Big Adventure,Thinking/Logical,Both,4.2,2004,6362MB,"PC, Xbox, PlayStation 2, Wii, GameCube"
Life Goes On,Thinking/Logical,Female,3.4,2014,3014MB,"PC, Nintendo Switch"
Embracelet,Thinking/Logical,Female,0.0,2020,3879MB,"PC, Nintendo Switch, iOS"
Legacy of Kain™ Soul Reaver 1&2 Remastered,Thinking/Logical,Both,0.0,2024,3516MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Blast Corps,Thinking/Logical,Female,3.9,1997,67GB,Nintendo 64
Momentum,Thinking/Logical,Both,0.0,2009,1955MB,"PC, Xbox One, iOS"
The Jolly Gang's Misadventures in Africa,Thinking/Logical,Male,4.4,2011,70GB,PC
reky,Thinking/Logical,Female,0.0,2019,4090MB,"PC, iOS, macOS"
SunFlowers,Thinking/Logical,Both,0.0,2012,88GB,"iOS, PS Vita"
Bomb Chicken,Thinking/Logical,Female,4.2,2018,4158MB,"PC, PlayStation 4, Nintendo Switch, iOS"
Kenshō,Thinking/Logical,Female,4.0,2017,6790MB,"PC, Nintendo Switch, iOS, Android, macOS, Linux"
Unknown Fate,Thinking/Logical,Male,0.0,2018,86GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS"
Astral Breakers,Thinking/Logical,Male,0.0,2015,11GB,"PC, iOS, macOS, Linux, Wii U"
What The Dub?!,Thinking/Logical,Female,0.0,2021,7547MB,"PC, Xbox One, PlayStation 4, macOS"
The Inheritance of Crimson Manor,Thinking/Logical,Female,0.0,2022,118GB,PC
Super Bomberman 2,Thinking/Logical,Female,4.0,1994,40GB,SNES
Light in the Dark,Thinking/Logical,Male,0.0,2014,136GB,"PC, Android"
Conduct DELUXE!,Thinking/Logical,Female,0.0,2017,69GB,"PC, iOS, macOS"
Ayahuasca,Thinking/Logical,Male,0.0,2020,82GB,PC
Cyberia 2: Resurrection,Thinking/Logical,Female,0.0,1994,2602MB,"PC, macOS, Linux"
Cube Escape: The Lake,Thinking/Logical,Male,4.2,2015,133GB,"iOS, Android"
Cube Escape: Theatre,Thinking/Logical,Both,4.4,2016,6729MB,"PC, iOS, Android"
The Rise of the Golden Idol,Thinking/Logical,Both,4.2,2024,93GB,"PC, PlayStation 5, Xbox One, Xbox Series S/X, Nintendo Switch, iOS, Android, macOS"
Supermagical,Thinking/Logical,Male,0.0,2017,7682MB,"PC, PS Vita"
Color Lines (1992),Thinking/Logical,Female,4.1,1992,3832MB,"PC, macOS"
Dr Kawashima's Brain Training for Nintendo Switch,Thinking/Logical,Female,3.6,2020,62GB,Nintendo Switch
One Word by POWGI,Thinking/Logical,Female,0.0,2015,123GB,"Xbox One, PlayStation 4, macOS"
Rayon Riddles - Rise of the Goblin King,Thinking/Logical,Both,0.0,2016,4124MB,"PC, PlayStation 4"
Ricochet Kills: Noir,Thinking/Logical,Both,0.0,2017,3149MB,PC
Prince of Persia 3D,Thinking/Logical,Female,2.7,1999,106GB,PC
Secret in Story,Thinking/Logical,Male,0.0,2016,3563MB,"PC, iOS, macOS, Linux"
Black Rainbow,Thinking/Logical,Male,0.0,2014,90GB,"PC, Nintendo Switch, macOS"
Wrecking Crew (1985),Thinking/Logical,Male,3.8,1985,38GB,"Nintendo 3DS, Wii U, Wii, Game Boy Advance, NES"
Very Little Nightmares,Thinking/Logical,Female,3.8,2019,99GB,"iOS, Android"
Archibald's Adventures,Thinking/Logical,Male,0.0,2009,51GB,"PC, iOS, macOS, PSP"
WarioWare: Twisted!,Thinking/Logical,Both,4.3,2004,5363MB,Game Boy Advance
Cutie Paws,Thinking/Logical,Female,0.0,2017,2589MB,"PC, Android"
Resident Evil Remix (Mr. Curious),Thinking/Logical,Male,2.1,2021,19GB,PC
Dr. Robotnik's Mean Bean Machine (1993),Thinking/Logical,Male,3.8,1993,113GB,"PC, Nintendo 3DS, Wii, GameCube, Genesis, SEGA Master System, Game Gear"
Full Pipe,Thinking/Logical,Both,3.6,2006,15GB,PC
Goo Saga,Thinking/Logical,Male,0.0,2016,34GB,"PC, iOS, Android"
Lego Horizon Adventures,Thinking/Logical,Female,3.7,2024,2783MB,"PC, PlayStation 5, Nintendo Switch"
Mochi Mochi Boy,Thinking/Logical,Female,2.3,2018,123GB,"PC, Xbox One, Nintendo Switch, macOS, PS Vita"
THE ENIGMA MACHINE,Thinking/Logical,Both,0.0,2018,39GB,"PC, macOS"
Tower Bloxx Deluxe,Thinking/Logical,Female,3.4,2008,3756MB,"PC, Xbox 360"
Germinator,Thinking/Logical,Both,0.0,2013,1743MB,"PlayStation 3, PS Vita"
Baobabs Mausoleum Ep.2: 1313 Barnabas Dead End Drive,Thinking/Logical,Female,0.0,2018,3022MB,"PC, Nintendo Switch, macOS"
Mekorama,Thinking/Logical,Female,3.9,2016,62GB,"Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, PS Vita"
Shapik: the moon quest,Thinking/Logical,Male,0.0,2022,5726MB,"PC, iOS, macOS"
Burn the Rope,Thinking/Logical,Female,3.3,2010,6GB,"iOS, Android, PS Vita, Wii"
Puzzle Ball,Thinking/Logical,Both,0.0,2015,23GB,"PC, iOS"
Cyanide & Happiness - Freakpocalypse Part 1: Hall Pass To Hell,Thinking/Logical,Male,0.0,2021,640MB,"PC, Nintendo Switch, macOS, Linux"
The Journeyman Project 2: Buried in Time,Thinking/Logical,Female,0.0,1995,935MB,PC
Deepest Sword,Thinking/Logical,Female,4.1,2021,38GB,"PC, macOS, Web"
"Please, Touch The Artwork",Thinking/Logical,Male,3.3,2022,52GB,"PC, iOS, Android, macOS"
UNREAL LIFE,Thinking/Logical,Male,0.0,2020,6695MB,"PC, iOS, macOS"
TrackMania United Forever,Thinking/Logical,Female,4.2,2008,123GB,PC
Word Puzzle,Thinking/Logical,Female,0.0,2009,92GB,"Android, Xbox 360"
Hunahpu Quest. Mechanoid,Thinking/Logical,Female,0.0,2018,77GB,PC
Cube Escape: Arles,Thinking/Logical,Male,4.2,2015,1580MB,"iOS, Android"
Mercury Hg,Thinking/Logical,Male,0.0,2011,3394MB,"Xbox 360, PlayStation 3"
Spy vs. Spy,Thinking/Logical,Female,3.9,1984,92GB,"Game Boy Color, Game Boy, NES, Apple II, Commodore / Amiga, Atari 8-bit, Atari ST, SEGA Master System"
101 Ways to Die,Thinking/Logical,Female,0.0,2016,5655MB,"PC, Xbox One, PlayStation 4"
Kine,Thinking/Logical,Both,0.0,2019,3960MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
40 Winks,Thinking/Logical,Male,3.5,1999,19GB,"PC, PlayStation, Nintendo 64"
Tiles,Thinking/Logical,Male,0.0,2017,138GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Emily Wants to Play Too,Thinking/Logical,Male,0.0,2018,4958MB,"PC, Xbox One, PlayStation 4, iOS"
Hindsight,Thinking/Logical,Female,0.0,2022,82GB,"PC, Nintendo Switch, iOS, Android, macOS"
Flip-Flop,Thinking/Logical,Both,3.8,1995,28GB,PC
Escapeworld Dilemma,Thinking/Logical,Female,0.0,2021,3049MB,PC
Faerie Solitaire Harvest,Thinking/Logical,Both,0.0,2016,40GB,"PC, iOS, macOS, Linux"
Snakebird Complete,Thinking/Logical,Female,0.0,2023,2428MB,"PC, macOS"
Forgotten Places: Lost Circus,Thinking/Logical,Both,0.0,2016,4056MB,"PC, iOS, macOS"
Furmins,Thinking/Logical,Female,0.0,2012,112GB,PlayStation 3
Discworld II: Missing Presumed...!?,Thinking/Logical,Both,4.2,1996,5522MB,"PC, PlayStation, SEGA Saturn"
AI＊Shoujo,Thinking/Logical,Female,4.3,2020,26GB,PC
Doodle God: Alchemy Jam,Thinking/Logical,Female,0.0,2018,104GB,PC
Red's Kingdom,Thinking/Logical,Male,0.0,2017,80GB,"PC, Nintendo Switch, iOS, macOS"
Light Repair Team #4,Thinking/Logical,Male,0.0,2016,21GB,PC
Warlock's Tower,Thinking/Logical,Female,0.0,2017,89GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
Conquests of Camelot: The Search for the Grail,Thinking/Logical,Female,0.0,1989,6169MB,"PC, Commodore / Amiga, Atari ST"
ToaZZle,Thinking/Logical,Both,0.0,2018,112GB,"PC, iOS, macOS"
Seven Doors,Thinking/Logical,Female,0.0,2020,45GB,PC
Traffix: City Rush,Thinking/Logical,Male,0.0,2019,6GB,"PC, iOS, Android, macOS"
cityglitch,Thinking/Logical,Both,0.0,2017,62GB,"PC, iOS, Android, macOS, Linux"
Ticket to Earth,Thinking/Logical,Female,0.0,2017,123GB,"PC, iOS, Android, macOS"
Create (2010),Thinking/Logical,Both,0.0,2010,96GB,"PC, Xbox 360, PlayStation 3, Wii"
Toy Story,Thinking/Logical,Both,3.5,1995,109GB,"PC, Game Boy, SNES, NES, Genesis"
Puzzle Quest Galactrix,Thinking/Logical,Both,0.0,2010,118GB,Xbox 360
Yoshi,Thinking/Logical,Male,3.0,1991,4348MB,"Nintendo Switch, Nintendo 3DS, Wii U, Wii, Game Boy, NES"
Tetris (Tengen),Thinking/Logical,Both,4.0,1989,7572MB,NES
The Journeyman Project 3: Legacy of Time,Thinking/Logical,Female,0.0,1998,56GB,PC
Burn It Down,Thinking/Logical,Male,0.0,2015,5032MB,"PC, iOS, macOS"
God of Light: Remastered,Thinking/Logical,Female,0.0,2017,1173MB,"PC, Xbox One, macOS"
Dissembler,Thinking/Logical,Female,0.0,2018,7923MB,"PC, iOS, Android, macOS, Linux"
The Wild Case,Thinking/Logical,Both,0.0,2021,28GB,"PC, iOS, macOS, Linux"
Schim,Thinking/Logical,Female,0.0,2024,3301MB,"PC, PlayStation 5, PlayStation 4, macOS, Linux"
Cat Museum,Thinking/Logical,Both,4.1,2022,6296MB,"PC, iOS"
Cube Escape: Birthday,Thinking/Logical,Female,4.4,2016,6352MB,"iOS, Android"
Tetragon,Thinking/Logical,Male,0.0,2021,5341MB,"PC, Xbox One"
Energy Cycle Edge,Thinking/Logical,Both,0.0,2018,12GB,"Xbox One, PlayStation 4, Nintendo Switch"
Pokémon Puzzle League (2000),Thinking/Logical,Male,3.9,2000,66GB,"Wii, Nintendo 64"
Adventures of Lolo (1989),Thinking/Logical,Both,3.8,1989,3964MB,"Game Boy, NES"
Cut the Rope 2,Thinking/Logical,Female,3.7,2013,140GB,"iOS, Android"
Perfect Fit - Totemland,Thinking/Logical,Female,0.0,2016,3638MB,"PC, iOS"
Nintendo Labo,Thinking/Logical,Both,3.5,2018,2803MB,Nintendo Switch
Zup! Arena,Thinking/Logical,Male,0.0,2018,84GB,PC
Braid Anniversary Edition,Thinking/Logical,Both,2.6,2021,3473MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux"
The Lost Vikings 2,Thinking/Logical,Both,4.2,1997,124GB,SNES
Sumatra: Fate of Yandi,Thinking/Logical,Both,0.0,2019,114GB,"PC, PlayStation 5, Xbox One, PlayStation 4"
The Journeyman Project 1: Pegasus Prime,Thinking/Logical,Male,0.0,1997,6716MB,"PC, macOS"
Cube Escape: Harvey's Box,Thinking/Logical,Both,4.1,2015,107GB,"iOS, Android"
Vignettes,Thinking/Logical,Female,4.2,2017,99GB,"PC, iOS, Android, macOS"
Rail Route: The Story of Jozic,Thinking/Logical,Both,0.0,2022,7384MB,"PC, macOS, Linux"
Bunker Constructor,Thinking/Logical,Both,0.0,2013,35GB,"PC, iOS, Android"
Scribblenauts: Showdown,Thinking/Logical,Both,3.0,2018,7699MB,"Xbox One, PlayStation 4, Nintendo Switch"
Pushmo,Thinking/Logical,Female,3.9,2011,1349MB,Nintendo 3DS
HIQ ACE Unlimited,Thinking/Logical,Female,0.0,2020,91GB,PlayStation 4
Klang,Thinking/Logical,Both,0.0,2015,125GB,"PC, iOS"
Preston Sterling,Thinking/Logical,Male,0.0,2016,4895MB,"PC, iOS, Wii U"
Deflector,Thinking/Logical,Male,0.0,2010,148GB,"PC, PlayStation 3, PS Vita, PSP"
Blizzard Arcade Collection,Thinking/Logical,Female,3.1,2021,2529MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Cube Escape: The Cave,Thinking/Logical,Male,4.3,2017,83GB,"iOS, Android"
BOX BOY! + BOX GIRL!,Thinking/Logical,Both,3.9,2019,866MB,Nintendo Switch
History2048 - 3D puzzle number game,Thinking/Logical,Male,0.0,2017,62GB,"PC, Android"
Hack Run ZERO,Thinking/Logical,Both,0.0,2013,96GB,"PC, Android, macOS"
Mizi NO!,Thinking/Logical,Male,0.0,2024,4547MB,PC
Rabbids Coding!,Thinking/Logical,Female,0.0,2019,4756MB,"PC, iOS, Android"
Snake Classic,Thinking/Logical,Male,0.0,2010,31GB,"PC, iOS"
Sonic Mega Collection,Thinking/Logical,Both,4.4,2002,4168MB,"PlayStation 2, GameCube"
Framed 2,Thinking/Logical,Both,3.9,2017,150GB,"PC, Nintendo Switch, iOS, Android"
BurgerTime (1982),Thinking/Logical,Female,3.6,1982,90GB,"PlayStation 4, Nintendo Switch, Wii, Game Boy, NES, Apple II, Commodore / Amiga, Atari 7800, Atari 2600"
Prune,Thinking/Logical,Female,4.0,2015,5799MB,"PC, iOS, Android"
Your Turn To Die : Death game by Majority,Thinking/Logical,Both,4.5,2017,72GB,PC
Tetris Attack,Thinking/Logical,Both,4.1,1995,50GB,"Nintendo 3DS, Game Boy, SNES"
Titan,Thinking/Logical,Both,0.0,1988,123GB,"PC, NES, Commodore / Amiga, Atari ST"
Ash of Gods: The Way,Thinking/Logical,Female,0.0,2023,24GB,PC
Word Search by POWGI,Thinking/Logical,Both,0.0,2015,7878MB,"Nintendo Switch, Nintendo 3DS, PS Vita, Wii U"
Cube Escape: The Mill,Thinking/Logical,Female,4.3,2015,2133MB,"iOS, Android"
Oreo game,Thinking/Logical,Both,4.2,2021,6761MB,PC
Isoland,Thinking/Logical,Female,4.1,2016,40GB,"PC, iOS, Android, macOS"
Magic Jewelry,Thinking/Logical,Both,4.0,1990,135GB,NES
Faraday Protocol Demo,Thinking/Logical,Both,0.0,2021,5556MB,PC
Gold & Glory: The Road to El Dorado,Thinking/Logical,Female,3.9,2000,88GB,"PC, PlayStation"
SwapQuest,Thinking/Logical,Female,0.0,2015,2885MB,"PC, Xbox One, iOS, PS Vita"
Kula World,Thinking/Logical,Both,4.2,1998,6167MB,PlayStation
Lemmings 2: The Tribes,Thinking/Logical,Male,4.2,1993,126GB,"PC, Game Boy, SNES, Commodore / Amiga, Atari ST, Genesis"
Cube Escape: Case 23,Thinking/Logical,Female,4.3,2015,49GB,"iOS, Android"
The Revenge of Johnny Bonasera,Thinking/Logical,Female,0.0,2016,117GB,"PC, macOS, Linux"
Boxes: Lost Fragments,Thinking/Logical,Both,4.1,2024,4781MB,PC
Boulder Dash (1984),Thinking/Logical,Female,4.1,1984,26GB,"iOS, Wii, Game Boy Advance, Game Boy, NES, Apple II, Commodore / Amiga, Atari 2600, Atari 8-bit, Atari ST"
Bomberman '94 (1993),Thinking/Logical,Female,4.1,1993,5919MB,PC
Mosa Lina,Thinking/Logical,Female,0.0,2022,16GB,PC
Firmament,Thinking/Logical,Male,4.0,2023,73GB,"PC, macOS"
Theseus,Thinking/Logical,Male,0.0,2008,86GB,"PC, PlayStation 4, iOS"
Cubikolor,Thinking/Logical,Male,0.0,2016,6613MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
.projekt,Thinking/Logical,Both,0.0,2018,31GB,"PC, iOS, Android, macOS"
Beyond the Wall,Thinking/Logical,Female,0.0,2017,128GB,"PC, iOS, macOS, Linux"
Word Sudoku by POWGI,Thinking/Logical,Male,0.0,2015,1834MB,"Xbox One, Nintendo Switch, iOS, macOS, PS Vita"
Shadowmatic,Thinking/Logical,Male,4.3,2015,85GB,"iOS, Android"
Cut the Rope: Time Travel,Thinking/Logical,Male,3.7,2013,141GB,"iOS, Android"
Mario vs. Donkey Kong: Minis March Again!,Thinking/Logical,Male,3.7,2009,5687MB,"Nintendo DS, Nintendo DSi"
Pinocchio (1996),Thinking/Logical,Both,3.8,1996,15GB,"Game Boy, SNES, Genesis"
Mr. Driller,Thinking/Logical,Female,4.0,2000,71GB,"PC, iOS, PlayStation, Game Boy Color, Dreamcast"
YANKAI'S PEAK.,Thinking/Logical,Male,0.0,2017,7384MB,"PC, iOS, macOS, Linux"
Poker Smash,Thinking/Logical,Both,0.0,2010,132GB,Xbox 360
112th Seed,Thinking/Logical,Male,0.0,2020,3512MB,"PC, Xbox One, PlayStation 4"
Cut the Rope: Experiments,Thinking/Logical,Male,4.2,2011,2724MB,"iOS, Android"
Lit the Torch,Thinking/Logical,Both,0.0,2017,1813MB,"PC, iOS"
Pear Quest,Thinking/Logical,Both,0.0,2019,112GB,"PC, macOS"
Walking with Dinosaurs,Thinking/Logical,Male,0.0,2013,3383MB,PlayStation 3
Братья Пилоты. Обратная сторона Земли,Thinking/Logical,Female,4.0,2004,100GB,PC
Tiny Robots Recharged,Thinking/Logical,Female,2.7,2020,520MB,"PC, iOS"
LEGO Ninjago: Shadow of Ronin,Thinking/Logical,Both,0.0,2015,3844MB,"iOS, Android, Nintendo 3DS, PS Vita"
Super Puzzle Fighter II Turbo,Thinking/Logical,Both,4.4,1996,2896MB,"PC, PlayStation, Game Boy Advance, SEGA Saturn"
Void Stranger,Thinking/Logical,Male,0.0,2023,5434MB,PC
Bomb Squad Academy,Thinking/Logical,Both,0.0,2017,131GB,"PC, iOS, macOS, Linux"
FixFox,Thinking/Logical,Female,0.0,2022,4076MB,PC
Re:Turn - One Way Trip,Thinking/Logical,Male,0.0,2017,45GB,"PC, PlayStation 4, macOS"
One Way: The Elevator,Thinking/Logical,Both,0.0,2020,4629MB,"PC, iOS, macOS"
Portal: Prelude,Thinking/Logical,Both,3.8,2008,6GB,PC
Hexa Turn,Thinking/Logical,Both,0.0,2017,39GB,"PC, iOS, macOS"
Mighty Switch Force! Hose It Down!,Thinking/Logical,Female,0.0,2015,74GB,"PC, iOS"
Picross 3D: Round 2,Thinking/Logical,Male,4.1,2015,120GB,Nintendo 3DS
Rabbids Big Bang,Thinking/Logical,Male,0.0,2013,141GB,"iOS, Android"
Roofbot,Thinking/Logical,Female,0.0,2017,5801MB,"PC, Android, macOS"
The Incredible Machine Version 3.0,Thinking/Logical,Male,4.5,1995,118GB,PC
Minos Strategos,Thinking/Logical,Female,0.0,2017,113GB,"PC, iOS, macOS, Linux"
A Quiet Place: The Road Ahead,Thinking/Logical,Both,2.9,2024,996MB,"PC, PlayStation 5, Xbox Series S/X"
Forgotten Hill Mementoes,Thinking/Logical,Male,0.0,2018,68GB,"PC, macOS"
Kill The Plumber,Thinking/Logical,Both,0.0,2015,2870MB,"PC, Android, macOS"
Around the World in 80 Days,Thinking/Logical,Male,0.0,2008,50GB,"PC, Android, Nintendo DS"
The Rewinder,Thinking/Logical,Male,3.8,2021,98GB,PC
Super Bomberman 4,Thinking/Logical,Male,4.4,1996,7352MB,SNES
How to Say Goodbye,Thinking/Logical,Both,0.0,2022,63GB,"PC, Nintendo Switch, iOS, macOS"
Heavy Rain & Beyond: Two Souls Collection,Thinking/Logical,Female,4.0,2016,5980MB,PlayStation 4
echochrome ii,Thinking/Logical,Male,0.0,2010,147GB,PlayStation 3
Miko Mole,Thinking/Logical,Male,0.0,2015,107GB,"PC, PlayStation 4, Wii U"
Solomon's Key (1986),Thinking/Logical,Female,3.9,1986,2227MB,"PC, PlayStation 4, Nintendo Switch, NES, Commodore / Amiga, Atari ST, SEGA Master System"
Frozen Free Fall,Thinking/Logical,Female,0.0,2013,7165MB,"iOS, Android"
COLINA: Legacy,Thinking/Logical,Female,0.0,2017,2415MB,"PC, Xbox One, iOS"
Runes,Thinking/Logical,Female,0.0,2016,7769MB,"PC, iOS, Linux"
Big Brain Academy,Thinking/Logical,Female,3.3,2005,4997MB,"Nintendo DS, Wii U, Wii"
DROD: The Second Sky,Thinking/Logical,Both,3.3,2014,90GB,"PC, macOS, Linux"
Puzzle Showdown 4K,Thinking/Logical,Both,0.0,2017,48GB,"PC, PlayStation 4"
Astrocreep: Invasion!,Thinking/Logical,Both,4.4,2020,66GB,PC
Alice - Behind the Mirror,Thinking/Logical,Male,0.0,2018,11GB,"PC, Android"
Tomb Raider IV•V•VI Remastered,Thinking/Logical,Female,0.0,2025,7814MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Mahjong Solitaire,Thinking/Logical,Both,0.0,2010,87GB,"PC, Android, PlayStation 3, PS Vita, PSP"
Trespasser,Thinking/Logical,Female,3.8,1998,1191MB,"PC, iOS"
Heat,Thinking/Logical,Male,0.0,2018,7397MB,PC
Krusty's Fun House,Thinking/Logical,Female,2.8,1992,2203MB,"PC, Game Boy, SNES, NES, Commodore / Amiga, Genesis, SEGA Master System, Game Gear"
Tukoni,Thinking/Logical,Both,4.2,2020,5935MB,"PC, iOS"
Numblast,Thinking/Logical,Female,0.0,2009,126GB,PlayStation 3
Prison Princess,Thinking/Logical,Female,0.0,2020,80GB,"PC, Nintendo Switch"
Neo Angle,Thinking/Logical,Both,0.0,2017,4818MB,"PC, iOS, macOS"
Fragger,Thinking/Logical,Male,0.0,2010,5219MB,"iOS, Android"
Wario's Woods (1994),Thinking/Logical,Both,3.4,1994,148GB,"Nintendo 3DS, Wii U, Wii, SNES, NES"
Binary Land,Thinking/Logical,Both,3.5,1985,61GB,NES
Страшилки: Шестое чувство,Thinking/Logical,Both,4.2,2004,84GB,PC
Klax,Thinking/Logical,Male,3.4,1989,2650MB,"PC, Game Boy Advance, Game Boy Color, Game Boy, NES, Commodore / Amiga, Atari 7800, Atari 5200, Atari 2600, Atari ST, Genesis, SEGA Master System, Game Gear"
ChuChu Rocket!,Thinking/Logical,Female,3.8,1999,36GB,"iOS, Android, Wii U, Game Boy Advance, Dreamcast"
SUMICO - The Numbers Game,Thinking/Logical,Both,0.0,2015,122GB,"PC, macOS"
ALONE IN SPACE,Thinking/Logical,Female,0.0,2016,3804MB,"PC, macOS, Linux"
Pokémon Channel,Thinking/Logical,Female,3.3,2003,7444MB,GameCube
Cut the Rope: Magic,Thinking/Logical,Male,4.0,2015,131GB,"iOS, Android"
Tomb of the Mask,Thinking/Logical,Both,3.8,2016,2451MB,"iOS, Android"
Nostradamus - The Four Horsemen of the Apocalypse,Thinking/Logical,Female,0.0,2018,51GB,"PC, Android, macOS"
Rise of Balloons,Thinking/Logical,Male,0.0,2017,7797MB,"PC, Android, macOS"
Sayonara UmiharaKawase +,Thinking/Logical,Both,0.0,2015,23GB,PS Vita
Spreadstorm,Thinking/Logical,Male,0.0,2018,136GB,"PC, Linux"
echochrome,Thinking/Logical,Male,3.7,2008,5527MB,"PlayStation 5, PlayStation 4, PlayStation 3"
Pokémon Café Mix,Thinking/Logical,Female,2.7,2020,4606MB,"Nintendo Switch, iOS, Android"
Pic-a-Pix Color,Thinking/Logical,Female,3.5,2017,1824MB,"PlayStation 4, Nintendo 3DS, Wii U"
One Night At Shrek's Hotel,Thinking/Logical,Both,4.5,2022,2936MB,PC
Typoman: Revised,Thinking/Logical,Male,0.0,2017,119GB,"PC, PlayStation 4, macOS"
Memory Lane,Thinking/Logical,Female,0.0,2020,63GB,"PC, PlayStation 4"
Anemoiapolis: Chapter 1 (Beta - Windows),Thinking/Logical,Both,3.2,2020,139GB,PC
I.Q.: Intelligent Qube,Thinking/Logical,Female,3.8,1997,24GB,"PlayStation 5, PlayStation 4, PlayStation"
EBOLA 3,Thinking/Logical,Female,0.0,2022,2478MB,PC
